ID,X,Y
0,-2.9006312,42.9515469
1,-2.5109577,42.5203417
2,-3.0596966,43.08853
3,-2.6204429,42.8272808
4,-2.7511034,42.7327258
5,-2.8989417,42.9650743
6,-2.3998961,42.6947389
7,-2.9999865,43.0549142
8,-2.3622409,42.7434539
9,-2.6322779,42.8309045
10,-3.0689668,42.8368147
11,-2.49822523851628,42.6275284927277
12,-2.76904062148205,42.7707788905553
13,-2.68535742611126,42.8331394123859
14,-2.74747443730595,42.7340868388651
15,-2.5129869,42.8414557
16,-2.51078659450751,42.5626503587098
17,-3.04360055276786,43.0772779962862
18,-2.4447,42.51399
19,-2.47924940769249,42.5006929826014
20,-2.62463916474534,42.8795399152387
21,-2.90132362016453,42.7047360841666
22,-2.61656811458096,42.5145046317877
23,-2.62949069098694,42.8538373509358
24,-2.56474725990702,42.8673364057417
25,-2.89677004082075,42.6845631054119
26,-2.71481495335544,42.8566839063437
27,-2.63562141354732,42.8291761186223
28,-2.6541509,42.8190469
29,-2.8866407,42.8706486
30,-2.65170165073046,42.9242562867393
31,-2.7432706,42.77848
32,-2.98581894693226,42.8015072725866
33,-2.99960196960592,43.0546569570828
34,-2.82974718554137,42.7668836344964
35,-2.72974944255646,42.962351787278
36,-2.69118073733242,42.8561241134417
37,-2.96218717566651,43.1438572439604
38,-2.7438578,42.902652
39,-2.75849286989131,42.829841032537
40,-2.59309479569571,42.8860858825509
41,-2.64488279927702,42.9796231074727
42,-2.81866440280302,42.9562093948491
43,-2.58736316143592,42.7665096200304
44,-2.61360659512117,42.8097169681947
45,-2.67150764469399,42.8550184460317
46,-2.90139354906825,42.9540022108125
47,-2.38620617702291,42.8471456699526
48,-2.3523285389535,42.6706599444111
49,-2.61876795554029,42.8665338500883
50,-3.09889456828221,42.8479631913687
51,-3.00535177518437,42.9959982827628
52,-2.3321143,42.7540269
53,-2.9954186,43.1684497
54,-2.58283036947827,42.5524857031875
55,-2.71216965727685,42.6441217689531
56,-2.3151586,42.8894415
57,-2.58415336285841,42.6256039203137
58,-2.44757667616938,42.7384541680729
59,-2.56433463849703,43.0508480508737
60,-2.90538938099154,42.8006980413523
61,-2.9173279,42.7134489
62,-2.4942658,42.9172923
63,-3.12770293425102,43.1221189337164
64,-2.3169101,39.2718564
65,-2.3775161,39.1675126
66,-2.4262146,39.16022
67,-1.6610773,39.3035509
68,-1.9002516,38.7072062
69,-2.2375828,38.4679895
70,-1.4224494,38.7008174
71,-1.4955325,38.6264283
72,-2.027157,38.594484
73,-2.4981101,38.6672941
74,-1.6853895,38.5949657
75,-1.2915584,39.2450426
76,-2.3514416,39.2355381
77,-1.4434885,38.9628837
78,-1.8462141,38.4418322
79,-1.3609965,38.9254131
80,-2.1774111,38.3328386
81,-1.9536261,38.9038096
82,-2.2286526,38.3390224
83,-1.9192457,39.2578443
84,-1.6323569,38.5642837
85,-1.8958081,38.4486191
86,-2.104837,38.5380554
87,-1.9258766,38.7206778
88,-1.997197,38.71881
89,-2.3543165,38.957189
90,-2.2970262,38.735033
91,-2.2334171,38.4109582
92,-2.2297953,38.402324
93,-2.0030846,38.3439451
94,-1.9465194,38.5535599
95,-2.4116749,38.4935324
96,-2.55002873922023,38.5946887526432
97,-1.97907485032681,38.6470606932273
98,-1.66122279095887,39.3033623120675
99,-2.63264364435611,38.5722876655805
100,-1.33569485111894,39.2564243390202
101,-2.23915739458172,38.4683251521949
102,-1.99852530483976,38.7255713722091
103,-2.41177934639116,38.6733143708462
104,-1.7231221514284,39.2100744351116
105,-2.299317,38.1469156
106,-2.214884337905,39.1814066855671
107,-1.4430615406708,38.9640283797359
108,-2.19291133673604,39.2314589866755
109,-0.989950126684733,38.7076760524921
110,-2.0671529,39.2448291
111,-2.60453319612858,38.7011786513441
112,-2.3192882,38.3679118
113,-1.23182519425589,38.9584294735467
114,-1.7276189,38.920753
115,-1.5541813,38.82686
116,-2.34502271936298,38.5980301098923
117,-2.1485909,38.8854867
118,-1.79867836391963,39.0154114331416
119,-1.46150719899552,38.8356251012573
120,-1.89562677303582,38.9258328991423
121,-1.94809492925911,39.2001429096661
122,-1.66070940445049,39.0584837808977
123,-2.3141131,38.7192692
124,-1.97085168334519,39.0123719289228
125,-1.88137409407017,38.9523952034115
126,-2.51905864279819,38.4555641139296
127,-1.83201963674061,38.9328473998823
128,-1.99794704756044,39.1182463667925
129,-1.43191267849087,38.6930879818705
130,-1.6876155344379,38.590821118384
131,-1.25886800749231,39.2223521439415
132,-1.5440938,39.2086037
133,-1.71412689466856,39.2804824099134
134,-2.46349921656516,39.2527919390582
135,-2.43207852358569,39.1639399645902
136,-2.1230323,38.9622239
137,-2.61130362285748,38.5176297754621
138,-1.50034512635504,38.6143337915054
139,-2.41823355650607,38.4989667763332
140,-2.07019566479824,38.552687861128
141,-1.5077325217541,39.0758265072597
142,-1.32844577982648,38.7885779077866
143,-1.6788542,39.1352363
144,-1.55651086900608,38.9574400145474
145,-2.3508769,38.9509162
146,-1.63552063305366,39.2381068679318
147,-2.57556937100223,38.7737148717063
148,-1.79990179680213,39.2371586979609
149,-2.53665712274019,38.9495471798584
150,-1.91130910315617,38.7209212148015
151,-1.33846592371171,39.3339971893046
152,-2.02968120994915,39.1668308974615
153,-1.00188812603382,38.7104325106448
154,-1.19680046979895,39.2636387450486
155,-1.40112118692457,39.2806910150458
156,-2.49100723260039,38.6641423910159
157,-1.55849772725949,39.1003868143776
158,-1.5217174,38.5726355
159,-0.969434122499853,38.788017194555
160,-1.76209319454928,39.14652573037
161,-2.10248057052959,38.8069397038613
162,-1.45670156596245,39.1257562640409
163,-2.23980169081165,38.7705714011766
164,-1.64798491785657,38.5663571315648
165,-1.3459844511146,38.8735423720791
166,-1.8947667,38.9983831
167,-1.6974309,38.5014048
168,-1.4933735,38.6457854
169,-1.87741291246933,39.0278538973122
