25088	26520	1.73465
12544	16106	0.01473
0	2	0.20992
0	5	0.01363
0	11	0.51664
0	13	0.24569
0	16	0.55065
0	19	0.61712
0	20	0.28523
0	22	0.52125
0	23	0.28821
0	25	0.26701
0	29	0.0821
0	30	0.25042
0	35	0.17122
0	37	0.20192
0	39	0.18712
0	41	0.25728
0	42	0.0821
0	46	0.00257
0	48	0.61606
0	49	0.2944
0	51	0.11376
0	54	0.51014
0	55	0.36059
0	57	0.45431
0	59	0.35065
0	60	0.15092
0	62	0.40781
0	63	0.284
0	65	3.82002
0	73	4.30312
0	74	4.5229
0	77	4.24649
0	78	4.63134
0	95	4.48475
0	98	3.85297
0	120	4.14927
0	129	4.50462
0	130	4.52629
0	132	3.98118
0	133	3.85804
0	136	4.0644
0	148	3.87405
0	149	4.01852
0	150	4.34476
0	151	3.94043
0	153	4.64675
0	162	4.08921
0	165	4.36429
0	178	4.76817
0	185	4.90274
0	205	4.96641
0	206	4.96408
0	207	5.18258
0	217	4.84154
0	228	4.88021
0	241	4.82038
0	258	4.96347
0	271	5.25341
0	272	5.16268
0	274	5.23227
0	285	5.23557
0	286	5.00717
0	288	5.39394
0	301	5.321
0	311	4.70035
0	342	5.06928
0	343	5.36055
0	344	5.33581
0	361	6.17456
0	369	5.62646
0	391	6.10698
0	397	5.70759
0	405	6.02416
0	406	6.16939
0	423	5.77887
0	440	5.62292
0	452	5.92323
0	460	1.81681
0	462	2.78511
0	463	2.81397
0	480	2.83764
0	482	3.02023
0	487	2.85695
0	491	2.77218
0	492	3.65876
0	501	2.88601
0	503	3.19982
0	505	2.92551
0	506	2.94031
0	511	2.89497
0	512	3.01846
0	516	2.84152
0	520	3.98393
0	521	2.95133
0	522	2.96433
0	524	2.69222
0	528	2.81656
0	529	2.8118
0	536	2.7865
0	538	2.49264
0	552	3.36064
0	558	2.83236
0	561	3.06465
0	576	3.07935
0	583	3.0644
0	588	2.9657
0	594	2.94417
0	599	3.42826
0	602	3.32717
0	605	3.00002
0	611	3.29277
0	612	3.25902
0	614	3.33403
0	620	2.95295
0	621	3.3838
0	630	3.16766
0	631	3.21775
0	632	2.87811
0	633	3.57081
0	635	3.78441
0	651	3.47611
0	652	2.83908
0	653	2.72191
0	663	2.96975
0	676	3.38333
0	677	2.95179
0	681	3.29304
0	683	2.63032
0	684	3.10973
0	688	3.2115
0	689	2.91312
0	733	5.20533
0	736	5.54908
0	739	5.45907
0	763	5.44904
0	769	5.44443
0	783	5.20235
0	802	5.39517
0	827	5.11456
0	846	5.41077
0	853	5.67406
0	876	4.54774
0	889	5.48358
0	905	5.69359
0	909	4.83871
0	938	4.60243
0	946	5.72303
0	950	5.04406
0	952	4.51934
0	954	4.27029
0	955	5.48003
0	969	5.21093
0	974	4.94825
0	980	5.50941
0	981	5.7465
0	988	4.98146
0	990	4.55633
0	1001	5.26369
0	1006	5.91821
0	1009	5.94055
0	1020	4.82368
0	1033	6.04515
0	1061	7.06978
0	1063	6.73338
0	1069	6.5849
0	1073	6.77414
0	1075	6.39333
0	1078	6.46388
0	1083	6.84189
0	1084	7.0291
0	1087	6.31285
0	1090	6.82199
0	1098	6.38875
0	1099	6.6151
0	1100	6.38922
0	1102	6.31457
0	1114	6.54624
0	1115	6.55145
0	1117	7.02588
0	1119	6.7071
0	1120	7.0017
0	1132	6.50897
0	1133	6.44252
0	1134	6.46964
0	1144	6.45769
0	1152	6.42891
0	1157	6.45305
0	1158	6.51568
0	1167	7.37592
0	1171	7.76972
0	1172	7.83
0	1178	5.17242
0	1181	5.18547
0	1183	5.2781
0	1184	4.65881
0	1186	5.7246
0	1197	5.1055
0	1205	5.31212
0	1206	5.37652
0	1211	5.31969
0	1212	5.26666
0	1218	5.32198
0	1221	5.10479
0	1223	5.78416
0	1228	5.17692
0	1230	4.76335
0	1231	4.94418
0	1233	5.1279
0	1240	5.182
0	1248	4.9322
0	1250	5.29787
0	1251	4.78394
0	1270	4.85001
0	1278	5.23945
0	1282	5.23618
0	1288	5.16479
0	1295	5.0897
0	1296	5.27639
0	1300	5.21234
0	1304	5.00249
0	1305	5.05271
0	1306	5.19777
0	1307	5.11264
0	1313	5.33568
0	1315	5.24533
0	1319	5.27822
0	1320	5.29373
0	1321	5.39667
0	1323	5.08959
0	1326	5.17471
0	1327	4.84702
0	1329	5.66139
0	1334	5.62978
0	1344	5.44417
0	1346	5.31787
0	1350	5.24839
0	1355	5.3061
0	1360	5.60518
0	1366	5.28195
0	1368	5.42376
0	1370	5.09114
0	1371	5.09132
0	1377	5.1986
0	1380	4.49571
0	1384	5.19734
0	1390	5.24188
0	1395	4.658
0	1396	4.80335
0	1398	5.28801
0	1404	4.98693
0	1405	5.24315
0	1423	5.18794
0	1425	5.02653
0	1427	5.36562
0	1435	5.43028
0	1437	5.15322
0	1438	5.10349
0	1444	5.29256
0	1445	5.29705
0	1450	5.52813
0	1451	5.24496
0	1456	5.50452
0	1457	5.5233
0	1459	5.53919
0	1460	5.65177
0	1464	4.74158
0	1465	4.73627
0	1475	5.3044
0	1477	5.29234
0	1481	5.53401
0	1482	5.47846
0	1484	5.23455
